name,location,currency,price,participants,organizer,period,invite,tags,logo_link,item_id,start_date,end_date
Hack With The Best,"Redwood City, CA, USA",$,0,104,Other,"Jun 13 - 14, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/265/356/datas/medium_square.jpg,item-07835,2015-06-13,2015-06-14
Sense360's iOS Sensor Hackathon,"Los Angeles, CA, USA",$,3916,19,Other,"Jun 20 - 21, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07836,2015-06-20,2015-06-21
Open Data Mashup | Summer Jam,Online,$,0,137,Other,"Jun 01 - 22, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/674/datas/medium_square.gif,item-07837,2015-06-01,2015-06-22
Reinvent the Selfie | Summer Jam,Online,$,0,101,Other,"Jun 01 - 22, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/604/datas/medium_square.gif,item-07838,2015-06-01,2015-06-22
Pick Your Prize: Nexmo APIs + Verify,Online,$,0,32,Other,"Jun 01 - 30, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/706/datas/medium_square.jpg,item-07839,2015-06-01,2015-06-30
HACK2040 (NYC),"New York, NY, USA",$,435,33,Other,"Jun 06, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07840,2015-06-06,2015-06-13
C/I Hackathon at the Fordham Foundry,No location yet,$,3400,41,Other,"May 29 - 30, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/742/datas/medium_square.png,item-07841,2015-05-29,2015-05-30
Google I/O Extended Santa Barbara @ Citrix (2015),No location yet,$,3500,35,Other,"May 30, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07842,2015-05-30,2015-06-06
SAMHSA's Opioid Overdose Prevention Challenge,Online,$,22500,77,Other,"Jun 01 - Jul 30, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/263/692/datas/medium_square.jpg,item-07843,2015-06-01,2015-07-30
SAMHSA's Offender Reintegration Toolkit Challenge,Online,$,22500,59,Other,"Jun 01 - Jul 30, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/263/781/datas/medium_square.jpg,item-07844,2015-06-01,2015-07-30
TM Forum Hackathon; Smart Citizens in a Smart City,"Nice, France",€,11000,18,Other,"May 29 - 30, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/261/234/datas/medium_square.png,item-07845,2015-05-29,2015-05-30
Hack The Visual,No location yet,£,8820,79,Other,"Jun 26 - 28, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/263/835/datas/medium_square.jpg,item-07846,2015-06-26,2015-06-28
LexHacks 2015 - Legal Hackathon - Chicago,"Chicago, IL, USA",$,5250,31,Other,"Jun 06 - 07, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/014/datas/medium_square.JPG,item-07847,2015-06-06,2015-06-07
InMobi Hack Day Summer 2015,No location yet,$,0,105,Other,"May 22 - 24, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/263/906/datas/medium_square.jpg,item-07848,2015-05-22,2015-05-24
"FLIR's ""Bring the Heat"" Hacker and Maker Challenge (London)",No location yet,$,14500,55,Other,"Jul 24 - 26, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/265/438/datas/medium_square.gif,item-07849,2015-07-24,2015-07-26
"FLIR's ""Bring the Heat"" Hacker and Maker Challenge (SanFran)","San Francisco, CA, USA",$,17000,76,Other,"Jun 26 - 28, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/265/436/datas/medium_square.gif,item-07850,2015-06-26,2015-06-28
Fishackathon 2015,Online,$,0,152,Other,"Jun 05 - 21, 2015",False,['Social Good'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/263/820/datas/medium_square.jpg,item-07851,2015-06-05,2015-06-21
HackTJ 2.0,No location yet,$,1550,92,Other,"May 17 - 18, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/262/955/datas/medium_square.png,item-07852,2015-05-17,2015-05-18
InnovateNYP: Open Challenge,Online,$,25000,204,Other,"May 18 - Jul 25, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/650/datas/medium_square.png,item-07853,2015-05-18,2015-07-25
Apple Watch Hackathon,"San Francisco, CA, USA",$,852,113,Other,"Jun 13, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/263/256/datas/medium_square.jpg,item-07854,2015-06-13,2015-06-20
National Day of Civic Hacking - SF 2015,No location yet,$,2970,43,Other,"Jun 07, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/255/273/datas/medium_square.jpg,item-07855,2015-06-07,2015-06-14
Reboot the Commute,"Honolulu, HI, USA",$,3000,21,Other,"May 22 - 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/263/493/datas/medium_square.jpg,item-07856,2015-05-22,2015-05-27
Context.IO App Challenge,Online,$,125000,491,Other,"May 12 - Sep 01, 2015",False,"['Communication', 'Productivity', 'Lifehacks']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/261/140/datas/medium_square.gif,item-07857,2015-05-12,2015-09-01
3rd Annual Houston Hackathon,No location yet,$,1000,52,Other,"May 16 - 17, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/260/780/datas/medium_square.jpg,item-07858,2015-05-16,2015-05-17
Samsung Makers Against Drought Challenge,Online,$,210500,553,Samsung,"May 12, 2015 - Apr 01, 2016",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/261/156/datas/medium_square.png,item-07859,2015-05-12,2016-04-01
Solid Education # Hackathon Challenge 2015/5,Lietuva,$,0,3,Other,"May 13 - 24, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/255/955/datas/medium_square.jpg,item-07860,2015-05-13,2015-05-24
Video Hack Day,"New York, NY, USA",$,3000,36,Other,"May 09, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/254/195/datas/medium_square.png,item-07861,2015-05-09,2015-05-16
Hack My Ride 2.0,Online,$,30000,161,Other,"Jun 06 - Sep 17, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/252/420/datas/medium_square.jpg,item-07862,2015-06-06,2015-09-17
Pick Your Prize: Nexmo Numbers Ecommerce Edition,Online,$,0,27,Other,"Apr 29 - May 25, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/239/986/datas/medium_square.jpg,item-07863,2015-04-29,2015-05-25
Sports Illustrated Data Hackathon,"New York, NY, USA",$,0,33,Other,"May 16 - 17, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/252/075/datas/medium_square.png,item-07864,2015-05-16,2015-05-17
THack @ Dublin travel hackathon,No location yet,€,8500,19,Other,"May 09 - 10, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/252/078/datas/medium_square.jpg,item-07865,2015-05-09,2015-05-10
AppsForStudents2015,"Leuven, Belgium",$,0,15,Other,"Apr 26, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/249/713/datas/medium_square.png,item-07866,2015-04-26,2015-05-03
HackOverflow,"Stanford, California, USA",$,3100,14,Other,"Apr 25 - 26, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07867,2015-04-25,2015-04-26
STEMHacks 2015,"Downingtown, PA, USA",$,175,19,Other,"Apr 25 - 26, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/248/876/datas/medium_square.png,item-07868,2015-04-25,2015-04-26
RedbirdHacks,"Normal, IL, USA",$,2900,22,Other,"Apr 24 - 26, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/249/248/datas/medium_square.png,item-07869,2015-04-24,2015-04-26
HackSherbrooke2015,"Sherbrooke, Canada",$,5750,46,Other,"Apr 22 - 26, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/248/625/datas/medium_square.png,item-07870,2015-04-22,2015-04-26
CarlHacks,"Northfield, MN, USA",$,4290,52,Other,"Apr 24 - 26, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/248/608/datas/medium_square.png,item-07871,2015-04-24,2015-04-26
Spiceworks Breakthrough App Challenge,Online,$,65000,107,Other,"Apr 21 - Aug 15, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/243/480/datas/medium_square.png,item-07872,2015-04-21,2015-08-15
Splunk Apptitude App Challenge,Online,$,160170,175,Other,"Apr 20 - Jul 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/244/327/datas/medium_square.png,item-07873,2015-04-20,2015-07-20
NUI Central IBM Watson Hackathon,"Brooklyn, NY, USA",$,25000,104,Other,"May 04 - 05, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/248/723/datas/medium_square.jpg,item-07874,2015-05-04,2015-05-05
Wellesley and Simmons Hackathon,"Wellesley, MA, USA",$,0,19,Other,"Apr 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/244/933/datas/medium_square.jpg,item-07875,2015-04-19,2015-04-26
CutieHack,No location yet,$,1000,25,Other,"Apr 18 - 19, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07876,2015-04-18,2015-04-19
Great Uni Hackathon 2015,"Manchester, United Kingdom",£,0,62,Other,"Apr 18 - 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/244/599/datas/medium_square.png,item-07877,2015-04-18,2015-04-19
Coding for Community - a Civic Hackathon 2015,"Baltimore, Maryland, USA",$,800,11,Other,"Apr 17 - 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/244/680/datas/medium_square.png,item-07878,2015-04-17,2015-04-19
HackYSU,"Youngstown, Ohio, USA",$,5432,21,Other,"Apr 17 - 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/209/176/datas/medium_square.png,item-07879,2015-04-17,2015-04-19
Super-Utilizer Health Innovation Challenge,Online,$,50000,180,Other,"Apr 15 - Jul 15, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/236/923/datas/medium_square.jpg,item-07880,2015-04-15,2015-07-15
PACT Healthcare App Challenge,Online,$,47500,136,Other,"Apr 13 - Jun 15, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/252/320/datas/medium_square.gif,item-07881,2015-04-13,2015-06-15
BuzzFeed Hackathon,"New York, New York, USA",$,0,44,Other,"Apr 17 - 18, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/239/822/datas/medium_square.png,item-07882,2015-04-17,2015-04-18
PACT Wayfinding App Challenge,Online,$,42500,87,Other,"Apr 13 - Jun 15, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/252/321/datas/medium_square.gif,item-07883,2015-04-13,2015-06-15
HackUMass,"Amherst, MA, USA",$,18650,67,Other,"Apr 11 - 12, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/240/182/datas/medium_square.png,item-07884,2015-04-11,2015-04-12
MLH Landing,No location yet,$,0,39,Other,"Apr 11 - 12, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/229/891/datas/medium_square.png,item-07885,2015-04-11,2015-04-12
"HackPrinceton, Spring 2015","Princeton, NJ, USA",$,7000,113,Other,"Apr 11 - 12, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/238/258/datas/medium_square.png,item-07886,2015-04-11,2015-04-12
5C Hackathon Spring 2015,"Claremont, CA, USA",$,6080,60,Other,"Apr 10 - 11, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07887,2015-04-10,2015-04-11
Bitcamp 2015,"College Park, MD, USA",$,3600,276,Other,"Apr 10 - 12, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/240/308/datas/medium_square.png,item-07888,2015-04-10,2015-04-12
Hack ISU Sponsored by WORKIVA,"Ames, IA, USA",$,0,90,Other,"Apr 10 - 12, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/239/934/datas/medium_square.png,item-07889,2015-04-10,2015-04-12
Pick Your Prize: Nexmo Numbers CMS Edition,Online,$,0,20,Other,"Apr 08 - 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/239/722/datas/medium_square.jpg,item-07890,2015-04-08,2015-04-27
MXHacks 2015 Fintech Edition,"Ciudad de México, Mexico",$,51200,60,Other,"Apr 10 - 12, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/232/022/datas/medium_square.png,item-07891,2015-04-10,2015-04-12
Hack NYU,"Brooklyn, NY, USA",$,1920,57,Other,"Apr 10 - 12, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/237/122/datas/medium_square.png,item-07892,2015-04-10,2015-04-12
Round 3: Epson Moverio Develop the Future App Challenge,Online,$,11000,12,Other,"Apr 06 - 14, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/232/346/datas/medium_square.jpg,item-07893,2015-04-06,2015-04-14
Hacking Generation Y - Jamaica,No location yet,$,1000,16,Other,"Apr 12, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07894,2015-04-12,2015-04-19
NYU ABILITY Technology Hackathon,"New York, New York, USA",$,10000,91,Other,"Apr 18 - 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/236/521/datas/medium_square.jpg,item-07895,2015-04-18,2015-04-19
AT&T NYU Connect Ability Challenge,Online,$,92500,342,AT&T,"Apr 06 - Jun 24, 2015",False,"['Communication', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/236/507/datas/medium_square.jpg,item-07896,2015-04-06,2015-06-24
LA Hacks 2015,"Los Angeles, CA, USA",$,13100,311,Other,"Apr 04 - 05, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/236/804/datas/medium_square.png,item-07897,2015-04-04,2015-04-05
THack @ Seattle travel hackathon,"Seattle, WA, USA",$,4000,20,Other,"Apr 18 - 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/236/916/datas/medium_square.jpg,item-07898,2015-04-18,2015-04-19
Hackdee 2015,No location yet,£,0,18,Other,"Apr 04 - 05, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/236/950/datas/medium_square.jpg,item-07899,2015-04-04,2015-04-05
Hack Western 2015,"London, Canada",$,22990,220,Other,"Mar 28 - 31, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07900,2015-03-28,2015-03-31
SpartaHack,"East Lansing, MI, USA",$,22960,69,Other,"Mar 27 - 29, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/224/724/datas/medium_square.png,item-07901,2015-03-27,2015-03-29
SteelHacks 2015,"Pittsburgh, PA, USA",$,2445,31,Other,"Mar 27 - 29, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/232/353/datas/medium_square.png,item-07902,2015-03-27,2015-03-29
BCS Hackathon - Spring 2015,"Vancouver, Canada",$,520,16,Other,"Mar 28, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07903,2015-03-28,2015-04-04
TechCrunch Disrupt NYC 2015,"New York, NY, USA",$,17000,404,Other,"May 02 - 03, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/225/491/datas/medium_square.gif,item-07904,2015-05-02,2015-05-03
innovAGE 2015 - Innovating Aged Care Solutions,"Inspire Centre, University of Canberra",$,22020,47,Other,"Apr 30 - May 02, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/217/869/datas/medium_square.jpg,item-07905,2015-04-30,2015-05-02
Pace Mobile App Design Contest 3.0/Hackathon,"New York, NY, USA",$,850,12,Other,"Mar 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/231/921/datas/medium_square.png,item-07906,2015-03-27,2015-04-03
HackBU Hackathon 2015S,"Vestal, NY, USA",$,3500,80,Other,"Mar 21 - 22, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/229/478/datas/medium_square.png,item-07907,2015-03-21,2015-03-22
HackFSU 15,"Tallahassee, FL, USA",$,0,97,Other,"Mar 21 - 22, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/229/037/datas/medium_square.jpg,item-07908,2015-03-21,2015-03-22
Anvil Hack,No location yet,$,0,29,Other,"Mar 21 - 22, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07909,2015-03-21,2015-03-22
HackMTY,"Monterrey, México",$,2100,162,Other,"Mar 21 - 22, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/229/590/datas/medium_square.png,item-07910,2015-03-21,2015-03-22
ecomhack 2015,"Berlin, Germany",€,67100,37,Other,"May 09 - 10, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/226/311/datas/medium_square.png,item-07911,2015-05-09,2015-05-10
